CIF,TRANSACTIONCODE,CUSTOMERTYPE,BIRTHDATE
8444309,D106601,0,1360/02/25
8444606,D109301,0,1331/04/12
8444689,0,0,1366/02/10
8444838,D109301,0,1357/11/16
8445116,D109301,0,1337/11/16
8445165,D109301,0,1338/06/20
8445892,C107012,0,1343/06/30
8446510,D109301,0,1371/06/31
8446775,C107012,0,1332/10/07
8446890,D109301,0,1350/01/10
8447088,D109301,0,1354/05/30
8447500,C107012,0,1340/02/14
8447724,D109301,0,1356/06/10
8448094,C107012,0,1343/10/12
8448565,D109301,0,1341/08/27
8448789,C107012,0,1361/05/01
8449019,C107012,0,1349/03/02
8449571,D109301,0,1350/06/01
8449704,C107012,0,1366/03/03
8449712,D106601,0,1364/06/22
8449712,D109301,0,1364/06/22
8449712,0,0,1364/06/22
8449928,D109301,0,1365/03/15
8450678,D109301,0,1359/01/05
8450702,D109301,0,1342/01/18
8450793,D109301,0,1365/05/09
8451171,D109301,0,1329/09/01
8451759,D106601,0,1369/03/17
8451759,D109301,0,1369/03/17
8451858,C107012,0,1360/12/15
8452120,D109301,0,1375/01/20
8452302,D109301,0,1326/01/01
8452336,D109301,0,1364/06/09
8452351,D109301,0,1345/10/10
8452419,D109301,0,1326/03/06
8452427,D109301,0,1336/02/15
8453243,D109301,0,1340/05/08
84533,D109301,0,1317/04/18
8453573,D109301,0,1359/09/25
8453797,C107012,0,1345/01/01
8453813,D109301,0,1340/11/27
8453961,C107012,0,1364/01/12
8454167,C107012,0,1356/06/15
8454175,D109301,0,1334/11/12
8454597,C107012,0,1339/02/21
8454597,D109301,0,1339/02/21
845479,D109301,0,1357/12/11
8454811,D109301,0,1339/08/10
8455271,D109301,0,1349/04/30
8455719,D109301,0,1351/01/01
8456436,D109301,0,1357/03/19
8456436,D109301,0,1357/03/20
8456501,D109301,0,1360/06/25
8456808,D109301,0,1351/01/01
8457053,D109301,0,1358/01/01
8457103,C107012,0,1339/12/20
8457103,D106601,0,1339/12/20
8457426,C107012,0,1335/03/19
8457426,D106601,0,1335/03/19
8457533,D109301,0,1362/09/08
8458051,D109301,0,1335/04/10
8458093,D109301,0,1348/03/01
8458101,D104701,0,1335/01/04
845818,D109301,0,1358/10/08
8458614,D109301,0,1362/03/30
8458804,C107012,0,1360/05/14
8458804,D109301,0,1360/05/14
8458879,D109301,0,1369/05/15
8459398,C107012,0,1341/01/01
8459620,D109301,0,1355/06/20
8461527,D106601,0,1340/06/17
8461675,D109301,0,1368/05/30
8461691,D109301,0,1348/05/28
8461865,D109301,0,1349/04/14
8461873,D109301,0,1323/10/28
8461881,D109301,0,1367/06/01
8461931,D109301,0,1363/06/22
8462350,C107012,0,1362/07/15
8462608,D109301,0,1345/02/01
8462806,D109301,0,1358/03/05
8463036,C107012,0,1361/06/29
8463200,D109301,0,1337/07/01
8463325,D109301,0,1348/06/25
8463382,C107012,0,1312/01/02
8463432,D109301,0,1365/03/14
8463440,C107012,0,1338/01/02
8463754,D109301,0,1336/06/05
8463853,D109301,0,1367/06/08
8464661,D109301,0,1334/08/29
8464778,D109301,0,1309/12/06
8464794,C107012,0,1366/07/01
8464794,D109301,0,1366/07/01
8465114,C107012,0,1351/06/15
8465130,D109301,0,1360/08/19
8465247,D109301,0,1356/03/09
8465551,C107012,0,1357/06/26
8465916,C107012,0,1328/12/01
8466690,C107012,0,1365/06/12
8466690,D109301,0,1365/06/12
8466732,C107012,0,1330/01/01
8467003,D109301,0,1349/11/16
8467045,0,0,1344/10/08
8467946,D109301,0,1354/12/20
8468027,C107012,0,1354/04/01
8468050,D109301,0,1361/05/09
8468753,D109301,0,1356/04/05
8469116,D109301,0,1366/09/12
8469702,C107012,0,1342/04/04
8469769,D109301,0,1372/04/21
8469926,D109301,0,1361/02/31
8470510,D109301,0,1365/02/11
8470718,D109301,0,1336/09/08
8471534,D109301,0,1361/02/07
8471559,D109301,0,1348/09/05
8471625,D109301,0,1355/06/17
8471864,D109301,0,1338/03/04
8472342,D109301,0,1369/03/26
84731,D109301,0,1332/01/01
8473217,D109301,0,1361/01/04
8473373,C107012,0,1360/06/28
8474009,C107012,0,1327/01/31
8474447,D109301,0,1356/06/26
8474660,C107012,0,1364/03/12
8475154,C107012,0,1360/06/13
8475154,D109301,0,1360/06/13
8475568,D109301,0,1373/11/05
8476137,D109301,0,1349/05/01
8476145,D109301,0,1315/12/03
8477549,C107012,0,1341/06/01
8477937,D109301,0,1349/06/01
8478059,D109301,0,1359/10/19
8478117,D109301,0,1340/09/03
8478497,C107012,0,1340/08/01
8478497,D109301,0,1340/08/01
8478950,D109301,0,1351/10/17
8479289,D109301,0,1318/11/04
8479735,D109301,0,1340/03/02
8480055,C107012,0,1339/11/09
8480063,D109301,0,1349/11/26
8480386,D109301,0,1326/06/01
8480501,0,0,1359/12/12
8482119,D109301,0,1346/05/26
8484339,D109301,0,1354/06/26
8484602,D109301,0,1358/11/28
8484727,D109301,0,1328/05/19
8484982,C107012,0,1339/06/09
8485245,D109301,0,1347/08/11
8485534,D109301,0,1371/02/19
8486789,C107012,0,1340/02/01
8486789,D109301,0,1340/02/01
8487019,C107012,0,1343/11/27
8487126,C107012,0,1333/08/20
8487126,D109301,0,1333/08/20
8487167,D109301,0,1358/02/21
8487191,D109301,0,1329/03/24
8487852,0,0,1353/06/30
8488520,D104701,0,1335/11/02
8489163,D104701,0,1360/06/30
848929,D109301,0,1353/09/21
8489890,D130088,0,1370/02/10
8489973,D109301,0,1343/04/20
8490153,D109301,0,1352/10/20
8490963,C107012,0,1357/02/28
8490963,D109301,0,1357/02/28
8491656,D109301,0,1355/06/17
8491839,D109301,0,1352/06/04
8492050,C107012,0,1333/01/09
8492092,C107012,0,1348/11/11
8492522,D109301,0,1364/09/28
8492662,C107012,0,1341/05/02
8492886,C107012,0,1333/09/07
8493280,C107012,0,1343/03/01
8493405,C107012,0,1370/01/01
8494049,C107012,0,1335/10/01
8494049,D109301,0,1335/10/01
8494122,C107012,0,1365/06/30
8494122,D109301,0,1365/06/30
8494320,D106601,0,1364/10/02
8494452,D109301,0,1340/01/01
8495020,D109301,0,1372/11/20
8495038,D109301,0,1343/08/10
8495194,C107012,0,1317/11/19
8495327,0,0,1360/07/18
8495392,D109301,0,1352/08/11
8495897,C107012,0,1330/01/02
8495921,D106601,0,1341/06/21
8496317,D109301,0,1372/06/30
8496846,D109301,0,1326/10/28
8496960,D109301,0,1330/03/11
8497018,D109301,0,1345/01/02
8497141,C107012,0,1341/04/10
8497364,C107012,0,1349/05/05
8497364,D109301,0,1349/05/05
8498032,D109301,0,1342/01/01
8498131,D109301,0,1348/08/01
8498339,D109301,0,1345/02/11
8498545,D109301,0,1345/12/14
8498826,0,0,1369/05/10
8498842,D106601,0,1338/04/20
8498842,D109301,0,1338/04/20
8498933,D109301,0,1352/03/01
8499113,D109301,0,1342/02/09
8499469,D109301,0,1358/12/16
8499477,D109301,0,1368/04/19
8499774,D109301,0,1351/03/03
8500464,C107012,0,1328/03/23
8500506,C107012,0,1337/05/26
8500514,D109301,0,1341/01/20
8500753,C107012,0,1356/06/26
8500753,D109301,0,1356/06/26
8501272,C107012,0,1358/06/31
8501447,D109301,0,1353/04/17
8501686,C107012,0,1360/02/22
8501892,D109301,0,1331/06/26
8502205,D109301,0,1325/06/23
8502403,C107012,0,1365/02/17
8503203,D109301,0,1367/03/01
8503419,D106601,0,1334/04/12
8503567,C107012,0,1361/12/14
8504078,C107012,0,1364/10/20
8504136,D109301,0,1307/01/10
8504219,D109301,0,1354/07/16
8504433,D106601,0,1338/03/01
8504516,C107012,0,1319/11/21
8504516,D109301,0,1319/11/21
8504755,D109301,0,1366/06/21
850487,D109301,0,1362/04/10
8504938,C107012,0,1343/07/04
8505299,D109301,0,1364/08/02
8505380,D109301,0,1352/06/06
8506404,D109301,0,1360/05/10
8506404,0,0,1360/05/10
8506735,D109301,0,1348/10/24
8506743,D109301,0,1326/07/01
8506768,C107012,0,1369/02/15
8507154,C107012,0,1356/12/23
8507246,C107012,0,1349/10/19
8507246,D109301,0,1349/10/19
8507345,D109301,0,1358/05/21
8507709,D106601,0,1358/09/01
8507709,D109301,0,1358/09/01
8507824,D109301,0,1352/09/08
8507907,D109301,0,1359/10/08
8508459,D109301,0,1343/01/30
8508608,D109301,0,1364/03/02
8508632,D109301,0,1370/03/11
8508756,D106601,0,1355/06/06
8508756,D109301,0,1355/06/06
8508756,0,0,1355/06/06
8508764,C107012,0,1381/05/12
8508939,D109301,0,1366/12/05
8509200,C107012,0,1344/06/20
8509242,D109301,0,1349/01/02
8509515,C107012,0,1329/04/07
8509630,C107012,0,1338/07/01
8510562,D109301,0,1356/02/02
8510687,D109301,0,1361/05/18
8510828,C107012,0,1350/03/25
8511057,C107012,0,1362/02/22
8511164,C107012,0,1350/06/27
8511347,C107012,0,1344/11/15
8511701,D109301,0,1353/07/14
8511800,D109301,0,1332/01/01
8512030,D109301,0,1371/06/30
8512303,D109301,0,1346/02/01
8512485,C107012,0,1354/06/28
8512659,0,0,1367/01/01
8512691,D109301,0,1357/06/29
8512691,D109301,0,1357/06/30
8512790,D109301,0,1362/05/03
8512816,D109301,0,1367/02/17
8512915,D109301,0,1340/06/30
8512931,C107012,0,1338/05/31
8513442,D109301,0,1329/10/19
8514283,D109301,0,1365/09/05
8514390,D109301,0,1334/12/14
8514408,C107012,0,1352/03/14
8514457,D109301,0,1357/06/30
8514515,D109301,0,1369/08/25
8514523,C107012,0,1347/06/21
8514754,D109301,0,1333/09/21
8514978,D109301,0,1330/01/01
8515215,D109301,0,1355/09/28
8515751,D109301,0,1346/04/04
8515967,D109301,0,1325/11/07
8516726,C107012,0,1347/04/04
8516726,D109301,0,1347/04/04
8516825,D109301,0,1347/03/09
8517146,D109301,0,1358/04/19
8517898,D109301,0,1366/08/16
8518045,D109301,0,1334/09/18
8518516,D109301,0,1344/06/09
8518821,D109301,0,1343/11/11
8518854,C107012,0,1350/06/10
8519431,D109301,0,1381/04/31
8520199,0,0,1363/10/25
8520298,D109301,0,1392/03/06
8520488,D109301,0,1356/04/19
8520629,D109301,0,1391/12/19
8521551,D109301,0,1347/09/25
8521593,D109301,0,1350/05/15
8521676,C107012,0,1341/11/04
8521700,D109301,0,1359/05/28
8522120,C107012,0,1351/03/16
8522377,D104701,0,1353/10/09
8522443,D109301,0,1362/05/30
8522575,D109301,0,1324/07/06
8522849,D106601,0,1343/06/26
8523045,D109301,0,1331/01/09
8523243,D109301,0,1354/03/23
8525180,D109301,0,1322/10/06
8525933,D109301,0,1323/11/24
8527087,0,0,1319/11/14
8528101,D109301,0,1322/02/29
8528424,D109301,0,1334/04/24
8528465,D109301,0,1321/01/30
8529158,0,0,1347/01/01
8529992,C107012,0,1348/08/21
8531527,D109301,0,1360/09/27
8531956,D109301,0,1359/12/01
8532194,C107012,0,1360/06/28
8532194,D109301,0,1360/06/28
8532475,D109301,0,1362/04/03
8532699,D109301,0,1359/04/29
8533770,C107012,0,1360/06/18
8533879,D109301,0,1361/05/07
8534026,D109301,0,1363/10/25
8534828,D109301,0,1362/10/28
8536187,D109301,0,1359/08/15
8536286,D109301,0,1362/11/04
8536484,D109301,0,1363/04/08
8537094,D109301,0,1361/01/06
8539512,0,0,1352/02/26
8541476,D109301,0,1362/05/13
85449,D109301,0,1370/11/01
8545592,D109301,0,1343/04/16
8545964,C107012,0,1328/10/16
8546624,D109301,0,1339/07/10
8547440,D109301,0,1340/07/26
8547853,D109301,0,1338/10/12
8549560,D109301,0,1326/01/20
8550154,D109301,0,1339/05/01
8550436,D109301,0,1318/07/07
8551699,D106601,0,1317/10/07
8555039,D109301,0,1361/01/06
8556912,D109301,0,1360/02/23
8558348,D109301,0,1374/05/16
8559650,D109301,0,1377/04/28
8560203,D109301,0,1341/05/03
8567026,D109301,0,1325/07/25
856773,D104701,0,1363/10/15
856773,D109301,0,1363/10/15
8570764,D109301,0,1340/11/30
8577603,D109301,0,1361/04/08
85779,C107012,0,1326/11/15
8579419,D109301,0,1367/04/14
8579963,D109301,0,1363/04/01
8580300,C107012,0,1339/08/24
8580300,D109301,0,1339/08/24
8589053,D109301,0,1345/08/10
8589061,D109301,0,1353/09/10
8591638,D109301,0,1346/08/09
8594343,D109301,0,1346/01/03
8594657,D109301,0,1340/11/02
8598336,D109301,0,1349/01/01
8598476,D109301,0,1359/06/12
8598476,D109301,0,1359/08/12
8599201,D109301,0,1361/04/23
8599680,D109301,0,1348/01/01
8601536,D109301,0,1366/08/01
8601544,C107012,0,1345/04/10
8601544,D106601,0,1345/04/10
860254,D109301,0,1366/06/30
8602997,D109301,0,1366/03/05
8604225,D130088,0,1362/11/19
8606402,D109301,0,1323/10/27
8607889,D106601,0,1333/09/13
8614638,D106601,0,1346/06/30
86165,D109301,0,1364/12/03
86207,D109301,0,1359/02/20
86249,D109301,0,1332/03/22
8626558,D109301,0,1348/01/20
8626715,D109301,0,1344/06/22
86314,D106601,0,1331/02/22
86413,C107012,0,1361/09/19
86413,D106601,0,1361/09/19
86413,D109301,0,1336/12/15
86413,D109301,0,1361/09/19
8642134,D109301,0,1333/04/05
8652836,D109301,0,1343/05/02
8653966,D109301,0,1365/03/04
8653990,D109301,0,1350/04/12
865816,0,0,1366/06/22
8667099,D109301,0,1340/04/13
8668931,D109301,0,1318/04/01
8670416,D109301,0,1319/02/09
8672065,D109301,0,1347/11/07
8673857,D109301,0,1334/02/10
8673949,D109301,0,1359/07/01
8676322,D109301,0,1349/11/04
8681777,D109301,0,1372/10/12
8682759,D109301,0,1343/04/01
8697153,D109301,0,1367/11/14
8700833,D109301,0,1349/04/28
8708455,D109301,0,1344/02/09
8709750,D109301,0,1350/06/08
8710469,D109301,0,1335/07/15
8710600,D109301,0,1333/04/31
8716623,D109301,0,1346/01/02
8719577,D109301,0,1362/06/28
8720757,D109301,0,1345/05/01
8721334,D109301,0,1380/07/09
8722381,D109301,0,1368/08/10
8722837,C107012,0,1371/04/16
8722837,D106601,0,1371/04/16
8727364,D109301,0,1342/08/04
8727372,D109301,0,1366/11/01
8730665,D109301,0,1358/11/08
8730715,D109301,0,1357/02/04
8735383,D109301,0,1325/02/03
8738312,D109301,0,1345/05/01
87395,D109301,0,1352/01/01
8741241,D109301,0,1361/02/24
8742504,D109301,0,1354/05/23
8743130,D106601,0,1364/08/03
8743130,D109301,0,1364/08/03
8744526,D109301,0,1344/06/10
8744575,C107012,0,1347/01/01
8753212,D109301,0,1313/02/12
8754616,D109301,0,1358/05/25
8759524,D109301,0,1362/12/25
8763930,D109301,0,1352/01/20
8764011,D109301,0,1340/05/20
876466,D109301,0,1343/12/02
8764680,D109301,0,1347/03/09
8764870,D109301,0,1338/01/04
8769671,D109301,0,1347/04/05
8770539,D109301,0,1386/05/31
877126,D109301,0,1343/06/26
87718,D109301,0,1315/12/14
8773418,D109301,0,1384/04/24
8780207,D109301,0,1383/11/06
8781346,D109301,0,1356/11/07
8781569,D109301,0,1364/01/23
8783011,D109301,0,1366/01/03
8783383,D109301,0,1347/12/20
8786667,D109301,0,1328/06/01
8786717,D109301,0,1361/10/04
8787343,D109301,0,1337/01/01
8787905,D109301,0,1357/07/01
8791493,D109301,0,1347/05/03
8795247,D109301,0,1348/10/10
8797631,D109301,0,1363/08/06
8798811,D109301,0,1365/10/25
8800112,D109301,0,1373/05/26
8801938,D109301,0,1356/07/01
8802100,D109301,0,1367/12/12
8810301,D109301,0,1366/10/01
8810434,C107012,0,1341/04/18
8813222,C107012,0,1360/10/01
8815979,D109301,0,1345/09/07
8816472,D109301,0,1342/01/01
8819070,D109301,0,1347/10/13
8819229,D109301,0,1343/10/07
8823536,D109301,0,1358/03/19
8825325,D109301,0,1362/02/09
8825887,D109301,0,1343/01/07
8829004,D109301,0,1348/01/01
8829053,C107012,0,1350/01/03
8829681,D109301,0,1360/03/02
8830275,D109301,0,1358/11/17
883082,D109301,0,1329/06/24
8831323,C107012,0,1362/10/04
8831901,D109301,0,1366/01/01
8842874,D109301,0,1344/01/05
8845984,D109301,0,1338/01/02
8851628,C107012,0,1375/03/30
8851628,D106601,0,1375/03/30
8854655,D109301,0,1346/11/27
8862724,D106601,0,1345/06/01
8864019,D109301,0,1338/08/03
8869885,C107012,0,1353/03/30
8869885,D106601,0,1353/03/30
8876344,D109301,0,1360/05/20
8886517,C107012,0,1345/04/01
8887507,D109301,0,1339/02/14
8894495,C107012,0,1337/09/03
8896243,D109301,0,1344/05/08
8900219,C107012,0,1354/09/03
8901001,D109301,0,1360/12/14
89029,D109301,0,1351/06/15
89037,C107012,0,1340/01/01
8906596,D109301,0,1360/05/24
8914400,D109301,0,1357/06/10
8917452,D109301,0,1341/01/01
8917619,D109301,0,1326/10/11
8922031,D109301,0,1365/06/07
8924078,C107012,0,1310/06/09
8931784,0,0,1369/04/24
8938821,D109301,0,1345/04/02
8944100,D109301,0,1327/09/02
8945198,C107012,0,1358/12/11
8945479,D109301,0,1357/10/27
8946774,D109301,0,1314/09/01
8947285,D109301,0,1348/06/02
8948325,C107012,0,1341/01/02
8949984,D106601,0,1358/06/30
8949984,D109301,0,1358/06/30
8953648,D109301,0,1368/08/14
8954380,D106601,0,1380/02/22
8954562,D109301,0,1368/10/12
8956310,D109301,0,1306/03/03
8956948,D109301,0,1356/09/30
8956948,D109301,0,1356/10/01
8957052,D109301,0,1303/01/01
8958944,D109301,0,1345/02/15
8959983,D109301,0,1349/04/08
8961963,D109301,0,1329/12/01
8963589,D109301,0,1342/02/04
8964561,D109301,0,1346/05/03
8966392,D109301,0,1344/08/03
8967267,0,0,1349/09/01
896936,D130088,0,1359/09/12
8969958,D109301,0,1338/09/06
8973877,D109301,0,1345/12/25
8974263,D109301,0,1346/05/12
8974503,D109301,0,1361/11/01
8979,D109301,0,1374/03/20
898122,D109301,0,1366/05/23
8981292,D109301,0,1357/11/19
8993123,D109301,0,1360/11/10
8993644,D109301,0,1359/04/01
9000035,D109301,0,1373/03/17
90019,D106601,0,1359/07/01
901009,D109301,0,1351/06/20
9016973,D109301,0,1370/08/18
9017435,0,0,1356/12/01
9017450,D109301,0,1353/04/01
9024365,D109301,0,1361/06/30
9043910,D109301,0,1358/04/15
9048612,D109301,0,1359/10/02
9053729,D109301,0,1361/06/30
9053729,0,0,1361/06/30
9053778,D109301,0,1363/08/03
9064551,D109301,0,1355/06/06
9065988,D109301,0,1359/04/01
9079104,D109301,0,1355/04/04
9079583,C107012,0,1343/08/08
9087420,D109301,0,1345/01/01
9092297,D109301,0,1345/08/07
909440,D109301,0,1361/06/29
9095530,D109301,0,1382/07/12
9098054,D109301,0,1343/05/07
9100835,D109301,0,1378/11/30
9101643,D109301,0,1377/02/09
91033,C107012,0,1300/01/01
9110768,D109301,0,1334/07/04
9110867,D109301,0,1345/01/01
9112483,D109301,0,1364/10/14
9117128,D109301,0,1351/09/01
9117292,D109301,0,1373/09/08
911792,D109301,0,1348/10/15
911958,D109301,0,1354/07/03
912030,D109301,0,1322/11/20
912097,D109301,0,1365/06/20
91215,D109301,0,1330/11/01
912352,D109301,0,1365/06/25
912352,0,0,1365/06/25
912808,D109301,0,1373/01/27
9128190,D109301,0,1360/01/01
9130279,D109301,0,1361/08/07
91306,D109301,0,1354/06/26
913087,D109301,0,1351/01/14
913111,D109301,0,1338/06/06
9131574,D109301,0,1347/03/03
9131855,D109301,0,1346/02/24
9134,D109301,0,1386/12/01
9134578,D109301,0,1361/06/30
9134800,D109301,0,1359/06/30
913483,D109301,0,1353/01/01
9134941,D109301,0,1361/06/30
9135062,D106601,0,1347/01/01
9136490,D109301,0,1367/05/23
9140849,D109301,0,1358/05/31
9141045,D109301,0,1361/04/25
9142,D109301,0,1367/01/20
9143058,D109301,0,1364/04/14
9143520,D109301,0,1341/07/01
914499,D109301,0,1339/06/30
9149808,D109301,0,1315/02/02
9150939,D109301,0,1363/02/20
915421,D109301,0,1338/10/02
915546,D109301,0,1367/12/12
915637,D109301,0,1324/06/23
9159195,D109301,0,1381/04/13
916429,D109301,0,1373/10/05
9167,D109301,0,1362/06/28
9169665,D109301,0,1365/11/02
917559,D109301,0,1350/04/14
917559,D109301,0,1360/01/01
917583,0,0,1342/06/07
9178369,D109301,0,1361/01/22
918151,D109301,0,1348/06/01
918243,D109301,0,1340/06/30
918268,D109301,0,1349/06/20
9183112,D109301,0,1354/06/21
918425,D109301,0,1355/08/20
918441,D109301,0,1350/04/07
9184862,C107012,0,1336/07/17
9186404,D109301,0,1374/06/01
918862,D109301,0,1350/04/03
919092,D109301,0,1335/03/05
919126,D109301,0,1344/04/28
91918,D109301,0,1336/02/03
919183,C107012,0,1347/01/01
919605,D109301,0,1346/06/15
920058,D109301,0,1342/08/15
920264,D109301,0,1348/12/05
920629,D109301,0,1346/01/01
920694,C107012,0,1360/01/01
920942,D109301,0,1346/07/01
9210360,D109301,0,1361/06/13
921130,C107012,0,1345/10/04
921163,D109301,0,1348/01/01
921163,D109301,0,1360/01/01
921460,D109301,0,1350/01/01
9214826,D109301,0,1344/05/24
9217,D109301,0,1350/04/03
921858,D109301,0,1345/03/02
9221219,D109301,0,1349/01/01
922153,C107012,0,1341/05/09
922328,D106601,0,1347/03/02
9223694,D109301,0,1350/10/01
9223744,D109301,0,1344/04/01
9223785,D109301,0,1353/01/27
9223892,D109301,0,1359/03/01
9224239,D109301,0,1364/06/30
922799,0,0,1348/03/01
9228701,D109301,0,1371/07/01
922922,D109301,0,1338/01/09
9231044,D109301,0,1342/07/16
9231481,C107012,0,1350/03/01
9231481,D106601,0,1350/03/01
923169,D109301,0,1340/06/01
923185,D109301,0,1344/01/04
9232703,D109301,0,1380/01/12
923441,C107012,0,1356/03/28
923441,D106601,0,1356/03/28
923441,D109301,0,1356/03/28
923755,D109301,0,1346/01/01
923946,D109301,0,1338/10/02
924043,0,0,1346/08/27
924134,D109301,0,1344/06/03
924134,D109301,0,1360/01/01
9242397,D109301,0,1346/03/10
924480,D109301,0,1344/06/16
924480,D109301,0,1360/01/01
924555,D109301,0,1349/03/12
924555,D109301,0,1360/01/01
924589,D109301,0,1352/11/14
9247974,D109301,0,1357/03/13
9247974,D109301,0,1357/03/14
9249327,D106601,0,1362/05/10
924951,D109301,0,1348/08/02
9250044,D109301,0,1336/01/01
925065,C107012,0,1360/01/01
925065,D109301,0,1360/01/01
925107,D109301,0,1359/06/30
925206,D109301,0,1345/12/01
925206,D109301,0,1360/01/01
925461,D109301,0,1337/07/01
925552,D109301,0,1354/01/01
925552,D109301,0,1360/01/01
925719,D109301,0,1355/06/10
9257486,D109301,0,1345/02/02
92601,0,0,1370/01/17
9260993,D109301,0,1365/03/11
9261017,D109301,0,1339/11/03
926451,D109301,0,1338/06/01
926618,D109301,0,1360/01/01
9266198,C107012,0,1363/01/12
926642,D109301,0,1346/06/01
926816,D109301,0,1355/03/01
926865,D109301,0,1345/01/21
926865,D109301,0,1345/06/21
926923,D109301,0,1341/04/02
926964,D109301,0,1346/12/20
927004,D109301,0,1355/01/03
9270208,D109301,0,1349/06/30
927103,D109301,0,1360/01/01
927418,D109301,0,1346/06/05
927418,D109301,0,1346/12/10
9275041,C107012,0,1323/05/10
927657,D109301,0,1341/01/01
927699,D109301,0,1351/01/02
927764,D109301,0,1353/06/01
928036,D109301,0,1352/05/22
928994,C107012,0,1342/05/01
928994,D109301,0,1342/05/01
929232,D109301,0,1319/02/04
930461,D109301,0,1366/02/11
9331091,D109301,0,1346/02/03
934067,D109301,0,1358/12/22
9342759,D109301,0,1342/06/30
9348749,D109301,0,1331/03/12
9350034,C107012,0,1350/01/01
9350646,D109301,0,1362/02/03
9351123,D109301,0,1351/03/15
9351743,C107012,0,1315/08/03
9351842,C107012,0,1353/01/01
9359399,D109301,0,1381/11/10
9360348,D109301,0,1361/07/01
9362237,D109301,0,1365/04/21
9371162,D109301,0,1350/01/19
9372020,D109301,0,1345/07/01
937730,D109301,0,1341/06/28
9377383,D109301,0,1342/04/01
9377631,D109301,0,1360/06/30
9381,D109301,0,1347/02/01
9383985,D109301,0,1346/03/20
9385774,D109301,0,1362/06/25
938803,C107012,0,1330/04/02
938977,D109301,0,1334/06/26
9393802,D109301,0,1341/01/01
940023,D109301,0,1369/07/08
9401589,D109301,0,1336/08/01
940270,D109301,0,1328/01/20
940312,D109301,0,1365/06/12
9407248,D109301,0,1351/08/29
9411091,D109301,0,1328/10/08
9416108,D109301,0,1351/04/05
94169,C107012,0,1300/01/01
9420787,D109301,0,1358/09/27
9424029,D109301,0,1345/04/03
9425166,D109301,0,1332/04/19
94292,D109301,0,1338/01/01
9436064,D109301,0,1380/05/17
9436064,D109301,0,1382/05/17
9436718,D109301,0,1363/06/29
9441387,D109301,0,1356/06/01
9458340,D109301,0,1347/06/03
9459991,D109301,0,1338/04/06
946202,D109301,0,1344/01/01
9469552,D109301,0,1370/11/12
9470816,D109301,0,1332/03/07
9471533,D109301,0,1365/05/01
9471673,D109301,0,1363/11/01
9473059,D109301,0,1363/03/20
9473091,D109301,0,1364/01/01
9477027,D109301,0,1361/07/01
9477902,D109301,0,1371/07/05
9484205,D109301,0,1367/01/05
9486168,D109301,0,1335/02/03
9489261,D109301,0,1344/01/01
9490764,D109301,0,1371/08/09
949362,D109301,0,1328/07/10
9514134,D109301,0,1312/12/09
951624,C107012,0,1333/01/05
951624,D109301,0,1333/01/05
9517574,D109301,0,1336/07/05
951855,C107012,0,1325/07/02
952507,D109301,0,1328/03/15
95257,D109301,0,1348/06/01
95257,D109301,0,1361/09/19
9531948,D109301,0,1362/09/25
953695,C107012,0,1337/01/08
953695,D109301,0,1337/01/08
954164,C107012,0,1347/10/27
954164,D109301,0,1347/10/27
954446,D109301,0,1328/01/21
9546250,D109301,0,1367/09/28
9546680,D109301,0,1347/12/29
9548512,D109301,0,1349/01/02
9551599,D109301,0,1360/03/30
9552365,D109301,0,1362/06/25
9554866,D109301,0,1364/03/20
9558545,D109301,0,1350/04/01
9560020,D109301,0,1374/06/24
956078,D109301,0,1334/01/23
9566548,D109301,0,1365/08/04
9568114,D109301,0,1366/06/06
9570821,D109301,0,1360/09/24
9570904,D109301,0,1359/06/10
9571092,D109301,0,1362/11/01
9577883,D109301,0,1351/07/01
9580796,D109301,0,1352/04/02
958462,D109301,0,1319/03/20
9584988,D109301,0,1362/02/01
95901,C107012,0,1330/01/01
95919,C107012,0,1349/10/14
9593617,D109301,0,1377/05/28
9594110,D104701,0,1384/04/27
9594664,D109301,0,1383/03/28
9599713,D109301,0,1347/07/01
9600271,D109301,0,1358/09/01
9601527,D106601,0,1360/07/01
9604315,D109301,0,1381/02/31
961029,D109301,0,1321/04/10
9619271,D109301,0,1366/01/27
962621,D109301,0,1315/12/13
9630658,D109301,0,1343/06/01
96313,D109301,0,1356/06/06
9635145,D109301,0,1362/01/10
9640822,D109301,0,1363/11/01
96412,D109301,0,1336/05/07
9649732,C107012,0,1332/07/10
9649732,D106601,0,1332/07/10
9655333,D109301,0,1332/07/04
966275,D109301,0,1325/09/10
966994,D109301,0,1326/01/05
967869,C107012,0,1343/07/12
967869,D109301,0,1343/07/12
968057,D109301,0,1326/07/14
9681685,D109301,0,1341/05/21
9682055,D109301,0,1363/04/30
9682238,D109301,0,1343/04/06
9682386,D109301,0,1343/01/01
9682584,D109301,0,1362/09/28
9682782,0,0,1338/05/20
9682964,D109301,0,1372/01/07
9683871,0,0,1346/09/28
9683905,D106601,0,1347/06/25
9684994,0,0,1331/09/01
9685017,D109301,0,1336/01/05
9685157,D109301,0,1351/04/22
9685322,C107012,0,1345/02/08
9685678,D109301,0,1344/09/05
9685769,D109301,0,1367/12/03
9685843,C107012,0,1337/01/30
9685843,D106601,0,1337/01/30
9686221,D109301,0,1352/06/01
9686270,C107012,0,1331/04/02
9686270,D109301,0,1331/04/02
9686296,D109301,0,1342/08/03
