CIF,CUSTOMERTYPE,BIRTHDATE,POSTALCODE
30155535,1,12/15/2022 18:37,3885113699
30155543,1,12/15/2022 19:04,9189943531
30155576,1,12/15/2022 18:23,1494938491
30155584,1,12/15/2022 18:37,1593647711
30155600,1,12/15/2022 18:42,1978964911
30155618,1,12/15/2022 18:36,3518888635
30155634,1,12/15/2022 18:42,7941642741
30155642,1,12/15/2022 18:56,1838877778
30155659,1,12/15/2022 18:42,1649975811
30155691,1,12/15/2022 19:04,123456789
30155709,1,12/15/2022 18:32,1891675867
30155717,1,12/15/2022 18:29,1915914616
30155782,1,12/15/2022 18:58,1915914616
30155790,1,12/15/2022 18:42,6995137843
30155808,1,12/15/2022 18:42,7591153581
30155816,1,12/15/2022 18:56,9176873781
30155824,1,12/15/2022 18:42,8483154971
30155832,1,12/15/2022 18:56,3471754960
30155840,1,12/15/2022 18:37,1915914616
30155857,1,12/15/2022 18:42,7941965663
30155865,1,12/15/2022 18:36,3174965741
30155873,1,12/15/2022 18:32,1474948991
30155881,1,12/15/2022 18:42,1766686541
30155907,1,12/15/2022 18:32,3711111111
30155931,1,12/15/2022 18:42,1371685911
30155949,1,12/15/2022 18:42,9815886537
30155998,1,12/15/2022 18:36,1686678566
30156004,1,12/15/2022 19:04,8818765844
30156012,1,12/15/2022 19:01,1445964343
30156046,1,12/15/2022 18:42,4753143189
30156079,1,12/15/2022 18:37,1647985416
30156087,1,12/15/2022 18:58,123456789
30156103,1,12/15/2022 18:42,4347111111
30156111,1,12/15/2022 19:04,6617967676
30156129,1,12/15/2022 18:38,7941747400
30156137,1,12/15/2022 18:38,8716813851
30156160,1,12/15/2022 18:42,1566857711
30156178,1,12/15/2022 18:42,3174965741
30156186,1,12/15/2022 18:32,1764796434
30156202,1,12/15/2022 18:38,4817967635
30156236,1,12/15/2022 18:32,1671934546
30156251,1,12/15/2022 18:41,9176735831
30156277,1,12/15/2022 18:38,3418795733
30156285,1,12/15/2022 18:56,5614686735
30156319,1,12/15/2022 18:36,1765967785
30156335,1,12/15/2022 18:36,1437647711
30156384,1,12/15/2022 18:36,3715687683
30156392,1,12/15/2022 18:38,1333964664
30156400,1,12/15/2022 18:42,4186873597
30156418,1,12/15/2022 18:56,5619644597
30156426,1,12/15/2022 18:38,7619744568
30156434,1,12/15/2022 18:56,1448985313
30156467,1,12/15/2022 18:42,6145646945
30156475,1,12/15/2022 18:55,4514186749
30156491,1,12/15/2022 18:42,8718678358
30156525,1,12/15/2022 19:04,5715657746
30156533,1,12/15/2022 19:04,1378789611
30156558,1,12/15/2022 18:58,7917644845
30156566,1,12/15/2022 18:42,1664869134
30156574,1,12/15/2022 18:36,7616615784
30156582,1,12/15/2022 18:56,8915939465
30156590,1,12/15/2022 18:38,1614656760
30156608,1,12/15/2022 18:38,3515666339
30156616,1,12/15/2022 18:56,1884614674
30156624,1,12/15/2022 18:36,6617734649
30156640,1,12/15/2022 18:42,9179156468
30156657,1,12/15/2022 18:56,1633947917
30156665,1,12/15/2022 18:36,1646719511
30156673,1,12/15/2022 18:36,4617155854
30156699,1,12/15/2022 18:32,5613843685
30156707,1,12/15/2022 18:56,4519814131
30156715,1,12/15/2022 18:32,3719116173
30156723,1,12/15/2022 18:36,1436916841
30156749,1,12/15/2022 18:32,1116918386
30156756,1,12/15/2022 18:36,1777914354
30156780,1,12/15/2022 18:36,8158963163
30156798,1,12/15/2022 18:32,1735836685
30156814,1,12/15/2022 18:37,1786968691
30156822,1,12/15/2022 18:37,1688735411
30156830,1,12/15/2022 18:56,1418654911
30156848,1,12/15/2022 19:01,3139835445
30156863,1,12/15/2022 18:36,4971894365
30156897,1,12/15/2022 18:42,1653996911
30156905,1,12/15/2022 19:04,1649755811
30156913,1,12/15/2022 18:32,8718643561
30156921,1,12/15/2022 18:32,1343864331
30156939,1,12/15/2022 18:32,8158977331
30156947,1,12/15/2022 19:04,1685794841
30156954,1,12/15/2022 18:56,8917743918
30156962,1,12/15/2022 19:04,1838755753
30156970,1,12/15/2022 18:56,1735613513
30156996,1,12/15/2022 19:04,1648745761
30157002,1,12/15/2022 18:32,1359787544
30157010,1,12/15/2022 18:54,3373153468
30157028,1,12/15/2022 18:42,3373125462
30157036,1,12/15/2022 18:56,1111111111
30157044,1,12/15/2022 18:36,3145586931
30157069,1,12/15/2022 18:36,4971946393
30157077,1,12/15/2022 18:42,6515973171
30157093,1,12/15/2022 18:37,4917954355
30157119,1,12/15/2022 18:42,1631818573
30157127,1,12/15/2022 18:56,1443795181
30157135,1,12/15/2022 18:36,4615753607
30157143,1,12/15/2022 18:56,1437835734
30157150,1,12/15/2022 18:32,3166695464
30157168,1,12/15/2022 18:56,1477966671
30157176,1,12/15/2022 18:37,1341644791
30157184,1,12/15/2022 18:56,4519978519
30157267,1,12/15/2022 18:56,3415676592
30157283,1,12/15/2022 18:42,1981765991
30157291,1,12/15/2022 19:04,3711111111
30157309,1,12/15/2022 19:04,9716959843
30157358,1,12/15/2022 18:23,4984156317
30157374,1,12/15/2022 18:23,4816973753
30157390,1,12/15/2022 18:56,1111111111
30157465,1,12/15/2022 18:41,8949113710
30157473,1,12/15/2022 18:38,5619775315
30157515,1,12/15/2022 18:37,4194937793
30157523,1,12/15/2022 18:56,6931133693
30157531,1,12/15/2022 18:56,4715834781
30157549,1,12/15/2022 18:36,1865655335
30157580,1,12/15/2022 18:56,1461657417
30157614,1,12/15/2022 18:36,3519818632
30157622,1,12/15/2022 18:56,1968814411
30157648,1,12/15/2022 19:04,3153814457
30157655,1,12/15/2022 18:56,6134658365
30157689,1,12/15/2022 18:56,1739613978
30157739,1,12/15/2022 18:56,1767795896
30157754,1,12/15/2022 18:56,3419867954
30157770,1,12/15/2022 19:04,1784783553
30157788,1,12/15/2022 18:36,7918855845
30157796,1,12/15/2022 19:04,1784783553
30157838,1,12/15/2022 18:36,9145265444
30157846,1,12/15/2022 19:04,1998985144
30157879,1,12/15/2022 18:42,9458115573
30157911,1,12/15/2022 18:38,1338738598
30157929,1,12/15/2022 18:42,7591611111
30157952,1,12/15/2022 19:04,1458833416
30157986,1,12/15/2022 19:04,1384713636
30158000,1,12/15/2022 19:04,5714184571
30158018,1,12/15/2022 19:04,6931998354
30158034,1,12/15/2022 18:42,6717718376
30158075,1,12/15/2022 18:42,9415966633
30158083,1,12/15/2022 18:42,9189946419
30158141,1,12/15/2022 18:42,7375114795
30158166,1,12/15/2022 18:32,6199943511
30158182,1,12/15/2022 18:42,5165663773
30158208,1,12/15/2022 18:36,9415895661
30158216,1,12/15/2022 18:42,1844817674
30158224,1,12/15/2022 18:32,8166646531
30158240,1,12/15/2022 18:36,1645661594
30158257,1,12/15/2022 18:42,9717694151
30158273,1,12/15/2022 19:04,4441815367
30158299,1,12/15/2022 18:42,3716965399
30158307,1,12/15/2022 18:23,1347755114
30158323,1,12/15/2022 18:38,1649854991
30158331,1,12/15/2022 18:55,1158713961
30158349,1,12/15/2022 18:55,1645778915
30158414,1,12/15/2022 18:36,5184983569
30158430,1,12/15/2022 18:42,1494985485
30158489,1,12/15/2022 18:42,9451974488
30158497,1,12/15/2022 18:42,1494985485
30158513,1,12/15/2022 18:42,1974913633
30158521,1,12/15/2022 18:38,1355996411
30158539,1,12/15/2022 18:38,4615663313
30158547,1,12/15/2022 18:42,1481955575
30158554,1,12/15/2022 18:36,9416165846
30158570,1,12/15/2022 18:38,7917644845
30158646,1,12/15/2022 18:32,9413744526
30158661,1,12/15/2022 18:42,4518745797
30158687,1,12/15/2022 18:36,7591337146
30158695,1,12/15/2022 18:32,4716856771
30158729,1,12/15/2022 18:36,1478734579
30158778,1,12/15/2022 18:42,1767795896
30158786,1,12/15/2022 18:36,1443786713
30158794,1,12/15/2022 18:23,3519766685
30158802,1,12/15/2022 18:42,3714667998
30158828,1,12/15/2022 18:36,1845614175
30158877,1,12/15/2022 18:36,1456855575
30158901,1,12/15/2022 18:36,9813884787
30158927,1,12/15/2022 18:42,4917739991
30159024,1,12/15/2022 18:36,7941656416
30159032,1,12/15/2022 18:36,9719994886
30159040,1,12/15/2022 18:36,1141666118
30159065,1,12/15/2022 18:34,7941747111
30159099,1,12/15/2022 18:42,5715675533
30159115,1,12/15/2022 18:56,4361715746
30159149,1,12/15/2022 18:36,1916813314
30159206,1,12/15/2022 18:56,1916813314
30159222,1,12/15/2022 18:55,1481919060
30159297,1,12/15/2022 19:04,5617847355
30159305,1,12/15/2022 18:42,1111111111
30159321,1,12/15/2022 18:32,3341114990
30159339,1,12/15/2022 18:42,3471634966
30159347,1,12/15/2022 19:04,1814116681
30159354,1,12/15/2022 18:23,1347834811
30159396,1,12/15/2022 18:56,1235635486
30159420,1,12/15/2022 18:56,4815715768
30159461,1,12/15/2022 19:04,1815883637
30159495,1,12/15/2022 18:56,1631636368
30159503,1,12/15/2022 18:26,6931665733
30159529,1,12/15/2022 18:23,1655768585
30159537,1,12/15/2022 18:42,8818836794
30159545,1,12/15/2022 18:37,3419193861
30159552,1,12/15/2022 18:56,7617615843
30159586,1,12/15/2022 18:56,5166964566
30159628,1,12/15/2022 19:04,7913813397
30159636,1,12/15/2022 18:32,4816973736
30159669,1,12/15/2022 19:04,7941763128
30159685,1,12/15/2022 18:42,1677956981
30159701,1,12/15/2022 18:42,1371617511
30159727,1,12/15/2022 18:34,1234567895
30159743,1,12/15/2022 19:04,4733116783
30159768,1,12/15/2022 18:56,3137663583
30159776,1,12/15/2022 18:37,1686965913
30159784,1,12/15/2022 18:34,4196813474
30159818,1,12/15/2022 18:23,1855665589
30159859,1,12/15/2022 18:37,1593833111
30159867,1,12/15/2022 18:54,3415735335
30159883,1,12/15/2022 18:56,9451975145
30159891,1,12/15/2022 18:56,1585884751
30159925,1,12/15/2022 18:56,4971934739
30159933,1,12/15/2022 18:35,6619988777
30159974,1,12/15/2022 19:04,1466664149
30159990,1,12/15/2022 18:37,1676986611
30160006,1,12/15/2022 18:42,1455794441
30160022,1,12/15/2022 18:56,1768763964
30160048,1,12/15/2022 18:42,5157678184
30160071,1,12/15/2022 18:34,7941736824
30160089,1,12/15/2022 18:37,1455687698
30160105,1,12/15/2022 18:42,9177614559
30160113,1,12/15/2022 18:23,7941639827
30160139,1,12/15/2022 18:42,1939764943
30160162,1,12/15/2022 18:42,1689998416
30160196,1,12/15/2022 18:34,4186894344
30160204,1,12/15/2022 18:58,1767795896
30160220,1,12/15/2022 18:42,1786845443
30160238,1,12/15/2022 18:42,5156698166
30160246,1,12/15/2022 18:42,5711111111
30160253,1,12/15/2022 18:34,7914654966
30160287,1,12/15/2022 18:56,7935174748
30160311,1,12/15/2022 18:56,4818895849
30160329,1,12/15/2022 18:35,4917683139
30160337,1,12/15/2022 18:56,1234567890
30160410,1,12/15/2022 18:42,6877147445
30160428,1,12/15/2022 18:37,8917775944
30160444,1,12/15/2022 18:35,9414796431
30160451,1,12/15/2022 18:42,3819863688
30160550,1,12/15/2022 18:36,1474947683
30160634,1,12/15/2022 18:56,1459874341
30160675,1,12/15/2022 18:56,1956967543
30160683,1,12/15/2022 18:56,1516615813
30160691,1,12/15/2022 18:36,1347966557
30160717,1,12/15/2022 19:04,9415675949
30160725,1,12/15/2022 18:23,9415613765
30160758,1,12/15/2022 18:56,1917733369
30160790,1,12/15/2022 19:01,9417647649
30160816,1,12/15/2022 18:34,1198653731
30160840,1,12/15/2022 18:23,9412345671
30160857,1,12/15/2022 18:42,7514957561
30160881,1,12/15/2022 18:32,6714719515
30160931,1,12/15/2022 19:04,1649856681
30160956,1,12/15/2022 18:42,4184714789
30160964,1,12/15/2022 18:42,9719118454
30161004,1,12/15/2022 18:42,9456987456
30161038,1,12/15/2022 18:55,1784715669
30161053,1,12/15/2022 18:55,7639145751
30161061,1,12/15/2022 18:42,9461945719
30161087,1,12/15/2022 18:42,9197986181
30161145,1,12/15/2022 18:56,5615654619
30161186,1,12/15/2022 18:42,7518733354
30161251,1,12/15/2022 18:36,1381159796
30161269,1,12/15/2022 18:42,3186835468
30161327,1,12/15/2022 18:38,5716863741
30161335,1,12/15/2022 18:32,3519834783
30161343,1,12/15/2022 18:56,1469817951
30161350,1,12/15/2022 19:01,5167864545
30161368,1,12/15/2022 19:04,5619634336
30161426,1,12/15/2022 18:42,7199933315
30161459,1,12/15/2022 19:01,9818816154
30161475,1,12/15/2022 18:34,1919846883
30161509,1,12/15/2022 18:42,5718841131
30161525,1,12/15/2022 18:38,1431814341
30161558,1,12/15/2022 18:55,4915613114
30161574,1,12/15/2022 18:36,7918773579
30161608,1,12/15/2022 18:26,9818816154
30161624,1,12/15/2022 18:42,4143837536
30161632,1,12/15/2022 18:36,1693613589
30161640,1,12/15/2022 18:56,6155615737
30161681,1,12/15/2022 18:37,1769774511
30161699,1,12/15/2022 18:56,1991816378
30161749,1,12/15/2022 18:38,1918663778
30161764,1,12/15/2022 18:56,5719733586
30161798,1,12/15/2022 18:38,1916694443
30161806,1,12/15/2022 18:56,1111111111
30161822,1,12/15/2022 18:56,3413974165
30161830,1,12/15/2022 18:56,3716895348
30161848,1,12/15/2022 18:38,9198636732
30161855,1,12/15/2022 18:42,1737943371
30161889,1,12/15/2022 19:04,8189111775
30161897,1,12/15/2022 18:42,7591814579
30161905,1,12/15/2022 18:56,9718836999
30161913,1,12/15/2022 18:56,1615934693
30161939,1,12/15/2022 18:35,9451874933
30161947,1,12/15/2022 19:04,1631636571
30161962,1,12/15/2022 18:56,1593668311
30161970,1,12/15/2022 18:56,6516948578
30162010,1,12/15/2022 18:55,5185975469
30162036,1,12/15/2022 18:56,9155776643
30162044,1,12/15/2022 18:56,3717685765
30162069,1,12/15/2022 18:55,1783686183
30162077,1,12/15/2022 18:32,8816644971
30162101,1,12/15/2022 18:26,5174815531
30162119,1,12/15/2022 18:35,123456789
30162127,1,12/15/2022 18:58,9451763835
30162184,1,12/15/2022 18:42,1476743661
30162200,1,12/15/2022 18:32,1461664313
30162218,1,12/15/2022 18:37,1659385296
30162226,1,12/15/2022 18:56,1634796636
30162259,1,12/15/2022 18:56,5614797659
30162283,1,12/15/2022 18:32,9415954933
30162291,1,12/15/2022 18:55,1613769814
30162341,1,12/15/2022 18:26,1356952915
30162366,1,12/15/2022 18:56,9817673568
30162374,1,12/15/2022 18:56,6798144746
30162390,1,12/15/2022 18:34,1111111111
30162408,1,12/15/2022 18:32,9419883671
30162424,1,12/15/2022 18:32,1456814833
30162432,1,12/15/2022 18:36,6154641564
30162440,1,12/15/2022 18:42,6187846785
30162499,1,12/15/2022 18:56,1781793961
30162507,1,12/15/2022 18:56,1838713618
30162598,1,12/15/2022 18:36,1614854769
30162606,1,12/15/2022 18:34,9198113111
30162648,1,12/15/2022 18:42,1636613733
30162655,1,12/15/2022 18:42,6931144331
30162663,1,12/15/2022 19:01,7917878178
30162697,1,12/15/2022 18:58,3416925677
30162705,1,12/15/2022 19:01,3718856493
30162739,1,12/15/2022 18:55,6187794153
30162788,1,12/15/2022 18:55,9198113111
30162861,1,12/15/2022 18:35,5157956475
30162879,1,12/15/2022 19:01,7618964949
30162895,1,12/15/2022 18:42,8943193784
30162937,1,12/15/2022 18:34,5157956475
30162945,1,12/15/2022 18:36,1773643546
30162952,1,12/15/2022 18:35,1645886116
30162978,1,12/15/2022 18:42,7916983759
30162986,1,12/15/2022 18:36,7614796877
30163018,1,12/15/2022 18:56,9816899147
30163059,1,12/15/2022 18:42,1333617971
30163067,1,12/15/2022 19:04,7916975945
30163075,1,12/15/2022 18:34,9618747951
30163109,1,12/15/2022 18:42,5719716381
30163117,1,12/15/2022 18:34,1111111111
30163125,1,12/15/2022 18:35,1451753834
30163133,1,12/15/2022 18:36,1858836598
30163208,1,12/15/2022 18:56,6715747131
30163216,1,12/15/2022 18:42,1358697351
30163232,1,12/15/2022 18:56,7941658254
30163265,1,12/15/2022 18:42,1767816855
30163281,1,12/15/2022 18:32,8817984184
30163307,1,12/15/2022 18:58,1748893367
30163331,1,12/15/2022 18:42,1815833431
30163349,1,12/15/2022 18:42,9816973566
30163414,1,12/15/2022 19:04,9611234567
30163422,1,12/15/2022 19:04,1956973393
30163430,1,12/15/2022 18:42,1474474741
30163448,1,12/15/2022 18:55,1187846311
30163463,1,12/15/2022 19:04,1859876543
30163497,1,12/15/2022 19:04,3515744391
30163513,1,12/15/2022 18:42,5164658671
30163539,1,12/15/2022 18:58,5176976134
30163554,1,12/15/2022 18:42,3396117347
30163570,1,12/15/2022 18:37,1348833345
30163646,1,12/15/2022 18:58,1857762877
30163679,1,12/15/2022 18:56,3491719581
30163703,1,12/15/2022 18:26,7591962414
30163778,1,12/15/2022 18:34,1936836431
30163794,1,12/15/2022 18:38,5717846889
30163810,1,12/15/2022 18:36,7941653672
30163836,1,12/15/2022 18:36,1234567895
30163919,1,12/15/2022 18:35,4758348543
30163935,1,12/15/2022 18:34,1778647661
30164024,1,12/15/2022 18:56,5749113854
30164057,1,12/15/2022 18:42,5614745735
30164065,1,12/15/2022 18:34,4513733354
30164107,1,12/15/2022 19:04,1653915691
30164115,1,12/15/2022 19:01,1676858913
30164123,1,12/15/2022 18:37,1915613457
30164172,1,12/15/2022 18:36,1481834943
30164180,1,12/15/2022 18:36,7941738111
30164206,1,12/15/2022 18:36,4571897383
30164263,1,12/15/2022 18:34,7917894467
30164354,1,12/15/2022 18:56,8168693381
30164370,1,12/15/2022 18:32,9165893743
30164396,1,12/15/2022 18:54,8168693381
30164404,1,12/15/2022 18:36,9418716111
30164412,1,12/15/2022 18:26,7617689337
30164453,1,12/15/2022 18:42,1677985511
30164495,1,12/15/2022 18:29,7163686633
30164511,1,12/15/2022 18:56,1998634311
30164537,1,12/15/2022 18:42,1347643874
30164586,1,12/15/2022 18:56,9415735419
30164602,1,12/15/2022 18:56,1438933643
30164628,1,12/15/2022 19:01,1613644477
30164651,1,12/15/2022 18:56,1111111111
30164701,1,12/15/2022 18:23,6146135598
30164743,1,12/15/2022 18:23,3768178151
30164768,1,12/15/2022 18:42,6817641789
30164826,1,12/15/2022 18:56,4817895691
30164859,1,12/15/2022 18:37,6714773151
30164867,1,12/15/2022 18:56,4815794519
30164875,1,12/15/2022 18:56,9717744515
30164891,1,12/15/2022 18:42,5981678378
30164909,1,12/15/2022 18:55,6146135598
30164925,1,12/15/2022 18:42,1351879543
30164933,1,12/15/2022 18:36,7616738348
30164941,1,12/15/2022 18:26,8713114456
30164966,1,12/15/2022 18:32,4817754911
30165021,1,12/15/2022 18:26,3711111111
30165070,1,12/15/2022 18:56,1896194614
30165088,1,12/15/2022 18:56,1576933479
30165104,1,12/15/2022 18:42,4513916677
30165112,1,12/15/2022 18:56,1941846551
30165138,1,12/15/2022 18:55,3751936234
30165153,1,12/15/2022 18:37,4616968799
30165187,1,12/15/2022 18:36,6615996719
30165211,1,12/15/2022 18:42,3351833745
30165245,1,12/15/2022 19:04,1487795585
30165278,1,12/15/2022 18:42,9164696886
30165294,1,12/15/2022 18:34,1454746919
30165328,1,12/15/2022 18:56,1393783338
30165369,1,12/15/2022 18:42,1989865571
30165377,1,12/15/2022 19:01,1473186991
30165393,1,12/15/2022 18:36,3711673474
30165427,1,12/15/2022 18:42,1385775131
30165468,1,12/15/2022 18:36,5614996445
30165500,1,12/15/2022 18:56,1861695165
30165526,1,12/15/2022 18:26,7933134465
30165534,1,12/15/2022 19:04,8917311415
30165567,1,12/15/2022 18:37,3316634378
30165583,1,12/15/2022 19:04,1948848350
30165591,1,12/15/2022 18:32,1566857711
30165633,1,12/15/2022 18:55,7347163776
30165666,1,12/15/2022 18:56,3514989317
30165674,1,12/15/2022 18:37,8741758186
30165682,1,12/15/2022 18:42,7164975594
30165690,1,12/15/2022 18:58,9954161734
30165724,1,12/15/2022 18:26,5178763853
30165757,1,12/15/2022 18:23,1463664598
30165765,1,12/15/2022 18:37,7461454846
30165823,1,12/15/2022 18:37,1819117536
30165856,1,12/15/2022 18:29,1111111111
30165906,1,12/15/2022 18:35,4915875383
30165914,1,12/15/2022 18:26,3581693151
30165930,1,12/15/2022 18:32,1818733739
30165955,1,12/15/2022 18:37,1177617813
30165963,1,12/15/2022 18:55,1339735931
30165971,1,12/15/2022 18:37,1365666144
30166029,1,12/15/2022 18:26,9814913419
30166052,1,12/15/2022 18:26,1649954493
30166086,1,12/15/2022 18:42,1357695413
30166110,1,12/15/2022 18:37,9194786787
30166201,1,12/15/2022 18:37,6515816579
30166227,1,12/15/2022 18:56,3514989317
30166235,1,12/15/2022 18:42,7915886196
30166243,1,12/15/2022 18:42,6617994346
30166268,1,12/15/2022 18:23,1688636713
30166292,1,12/15/2022 18:42,7618943566
30166300,1,12/15/2022 18:29,1346678151
30166359,1,12/15/2022 18:42,5616955974
30166367,1,12/15/2022 18:42,6617994346
30166375,1,12/15/2022 18:55,1234567899
30166383,1,12/15/2022 18:42,3719665685
30166391,1,12/15/2022 18:42,1367764836
30166409,1,12/15/2022 18:32,1447913883
30166417,1,12/15/2022 18:26,7918783916
30166425,1,12/15/2022 18:42,8915953937
30166458,1,12/15/2022 18:42,7591671749
30166508,1,12/15/2022 18:36,1698618349
30166532,1,12/15/2022 18:56,4514795958
30166581,1,12/15/2022 18:42,1111111111
30166698,1,12/15/2022 18:36,1644687114
30166730,1,12/15/2022 18:36,1783954883
30166755,1,12/15/2022 18:36,1935744153
30166763,1,12/15/2022 18:37,1969764136
30166771,1,12/15/2022 18:36,1483974495
30166789,1,12/15/2022 18:36,1349993664
30166821,1,12/15/2022 18:36,1361716418
30166854,1,12/15/2022 19:04,1476834743
30166870,1,12/15/2022 18:55,1969764136
30166953,1,12/15/2022 19:04,1181774911
30166979,1,12/15/2022 18:37,8815653471
30166987,1,12/15/2022 19:04,1363869718
30167019,1,12/15/2022 18:37,7941835121
30167076,1,12/15/2022 19:04,5614956854
30167084,1,12/15/2022 18:29,1616814983
30167092,1,12/15/2022 18:56,1991813698
30167118,1,12/15/2022 18:56,1574745514
30167126,1,12/15/2022 18:36,5715178292
30167134,1,12/15/2022 18:42,3476147181
30167225,1,12/15/2022 18:37,1111111111
30167233,1,12/15/2022 18:32,3533191776
30167241,1,12/15/2022 18:36,1698635466
30167274,1,12/15/2022 18:29,1647564123
30167290,1,12/15/2022 18:38,123456789
30167308,1,12/15/2022 18:36,1784843872
30167365,1,12/15/2022 18:36,6155643154
30167381,1,12/15/2022 18:29,6519849881
30167423,1,12/15/2022 18:38,1988953851
30167449,1,12/15/2022 19:04,1998774581
30167464,1,12/15/2022 18:36,4196946376
30167472,1,12/15/2022 18:36,1819883644
30167514,1,12/15/2022 18:56,5716691791
30167522,1,12/15/2022 18:37,7941965663
30167530,1,12/15/2022 18:37,7913973663
30167548,1,12/15/2022 18:42,1659713531
30167563,1,12/15/2022 18:42,1463718563
30167589,1,12/15/2022 18:26,4633173111
30167613,1,12/15/2022 18:36,5649143135
30167639,1,12/15/2022 18:42,8731749777
30167704,1,12/15/2022 18:36,5618733449
30167720,1,12/15/2022 18:37,1799783640
30167761,1,12/15/2022 19:04,8174986475
30167779,1,12/15/2022 18:56,7167714154
30167787,1,12/15/2022 19:04,1955638943
30167795,1,12/15/2022 18:56,4765759498
30167803,1,12/15/2022 18:37,1891918659
30167829,1,12/15/2022 18:38,5516654875
30167845,1,12/15/2022 18:38,5615879199
30167852,1,12/15/2022 18:37,8713665193
30167878,1,12/15/2022 18:38,1687865131
30167894,1,12/15/2022 19:04,4714763978
30167902,1,12/15/2022 18:58,1955656756
30167928,1,12/15/2022 18:58,6931677884
30167951,1,12/15/2022 18:37,1784943811
30167969,1,12/15/2022 18:38,1483767487
30167977,1,12/15/2022 19:01,1939776759
30167993,1,12/15/2022 18:42,7918789536
30168009,1,12/15/2022 18:58,6134985878
30168025,1,12/15/2022 18:37,4781848186
30168033,1,12/15/2022 18:26,1677914791
30168058,1,12/15/2022 18:56,123456789
30168090,1,12/15/2022 18:58,1487766695
30168181,1,12/15/2022 18:38,1653867483
30168199,1,12/15/2022 18:56,4165947000
30168207,1,12/15/2022 18:29,4168655511
30168223,1,12/15/2022 18:58,9416735358
30168298,1,12/15/2022 18:23,1778883686
30168306,1,12/15/2022 18:37,8376116951
30168314,1,12/15/2022 18:42,4781848186
30168322,1,12/15/2022 18:42,9418713115
30168330,1,12/15/2022 19:01,6716938185
30168348,1,12/15/2022 18:29,3313766748
30168355,1,12/15/2022 18:42,4714776755
30168371,1,12/15/2022 18:42,8376116969
30168405,1,12/15/2022 18:42,1455855575
30168439,1,12/15/2022 18:23,1111111111
30168447,1,12/15/2022 18:37,1778615593
30168488,1,12/15/2022 18:38,1191874116
30168587,1,12/15/2022 18:42,7941967675
30168595,1,12/15/2022 18:42,4971794544
30168629,1,12/15/2022 18:38,1111111111
30168645,1,12/15/2022 18:42,1865964875
30168652,1,12/15/2022 19:01,1965949313
30168660,1,12/15/2022 18:42,7941890004
30168678,1,12/15/2022 18:36,6714946814
30168694,1,12/15/2022 18:42,1945913151
30168744,1,12/15/2022 18:42,1955946841
30168751,1,12/15/2022 19:04,1977673314
30168777,1,12/15/2022 18:42,1955946841
30168801,1,12/15/2022 18:42,7941739310
30168819,1,12/15/2022 18:42,1967863131
30168827,1,12/15/2022 18:42,1111111111
30168835,1,12/15/2022 18:42,1111111111
30168843,1,12/15/2022 18:42,1111111111
30168850,1,12/15/2022 19:04,9419655138
30168868,1,12/15/2022 18:37,3717974471
30168876,1,12/15/2022 18:23,4778144264
30168934,1,12/15/2022 18:36,1371976901
30168942,1,12/15/2022 18:42,4818769547
30168967,1,12/15/2022 18:37,1655943581
30168975,1,12/15/2022 18:42,1648886614
30168983,1,12/15/2022 18:42,8914884397
30169015,1,12/15/2022 18:26,1831979583
30169031,1,12/15/2022 19:04,1766689873
30169064,1,12/15/2022 19:04,6591838977
30169080,1,12/15/2022 18:56,7547166775
30169098,1,12/15/2022 19:01,3147898998
30169114,1,12/15/2022 19:01,7617888437
30169122,1,12/15/2022 18:37,4816969945
30169171,1,12/15/2022 18:37,7116747148
30169239,1,12/15/2022 18:38,1787773641
30169270,1,12/15/2022 18:37,4515787935
30169387,1,12/15/2022 18:42,4976141235
30169411,1,12/15/2022 18:26,1646899384
30169437,1,12/15/2022 18:26,1665973881
30169445,1,12/15/2022 18:32,6714753138
30169460,1,12/15/2022 18:26,1656744761
30169478,1,12/15/2022 18:36,1799865914
30169510,1,12/15/2022 18:37,4513868118
30169536,1,12/15/2022 18:36,1234567895
30169544,1,12/15/2022 18:37,5615714357
30169619,1,12/15/2022 18:36,4717743461
30169643,1,12/15/2022 18:36,1111111111
30169668,1,12/15/2022 18:56,7334147153
30169676,1,12/15/2022 18:37,3194644134
30169684,1,12/15/2022 18:26,1934946163
30169734,1,12/15/2022 18:58,3418878989
30169742,1,12/15/2022 18:29,9184113111
30169783,1,12/15/2022 18:29,6184733983
30169841,1,12/15/2022 19:01,1761633654
30169874,1,12/15/2022 18:42,4715844313
30169916,1,12/15/2022 18:37,1936753459
30169932,1,12/15/2022 18:42,7915875549
30169957,1,12/15/2022 19:01,8917873915
30169981,1,12/15/2022 18:37,1973744141
30169999,1,12/15/2022 18:42,3316977688
30170005,1,12/15/2022 18:35,3194644134
30170013,1,12/15/2022 18:37,1916733413
30170021,1,12/15/2022 19:01,4714734434
30170039,1,12/15/2022 18:42,1973744141
30170054,1,12/15/2022 18:42,1461755661
30170088,1,12/15/2022 18:58,9718653553
30170096,1,12/15/2022 18:36,9139975171
30170104,1,12/15/2022 18:29,5183639446
30170112,1,12/15/2022 18:42,6616978434
30170138,1,12/15/2022 18:58,6715613444
30170146,1,12/15/2022 19:01,1587734713
30170153,1,12/15/2022 18:32,3711111111
30170195,1,12/15/2022 18:42,4616956369
30170229,1,12/15/2022 18:26,1365715611
30170237,1,12/15/2022 18:29,3354981357
30170252,1,12/15/2022 18:58,1335886131
